Codigo,Nombre del producto,Sku,Se puede comprar,Se puede vender,Se puede regalar,Condiciones para regalarlo,Tipo de producto,Estatus,Línea,Estilo,Tipo de Linea de producción,Tipo de Producto,Color,Sexo,Talla,Liso o Contrastado,"Tipo de tela ( poner el codigo de la tela que usan para producto. Si no tienen codigo, ver campo A)",Peso (gramos) con bolsa,Código de barras,Referencia interna- Opcional-,Colchón de insumos en %,Minimo a Producir,Tiempo de Reabastecimiento de Insumos,Punto de Reorden de Insumos,ubicación en Picking,Cantidad de operaciones,Punto de Reorden (a calcular),Máximos por producir,Multiplo de producción,Tiempo de producción (SAM),Comportamiento de ventas,Categoria,Amigos/Enemigos,Complejidad,Número de vivos,Vivos/ No vivos,Minimo en inventario en piezas-  en días de rotación- RITMO CRUCERO,RITMO INICIAL,RITMO ESTANQUE,RITMO FIN DE CICLO,Familia de medida compra,Unidad de medida,Familia de medida uso,Unidad de medida uso,unidad de conversión,Edición Limitada,% Descuento,Liquidaciones,Aplica cambio ,Costo de Compra,Precios de Irregulares,Promedio de Ventas,Stock Máximo   ,Colchon,Precio mínimo de venta,Precio de Mayoreo,Descripción para internet- Vendelo,Tipo de seguimiento,Tipo de Prenda
A006-528-M,Top mujer Violeta,A006-528-M,No,Si,Si,N/A,Almacenable,Activo,Audaz,A006,Top,Top,528-IMPERIAL PURPLE,Mujer,M ,Liso,TTR-19-3528TCX IMPERIAL PURPLE,0.305,A006528M,,,,,,,60,,,24,27.95,Estable,Por definir ,A007,3,3,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,41.5041,150,,72,20%, $500.00 , $365.00 ,Color Negro llegó para quedarse y compartir tus mejores momentos. Destaca al vestirlo con esa fortaleza que te representa.,Lote,Top
A006-528-S,Top mujer Violeta,A006-528-S,No,Si,Si,N/A,Almacenable,Activo,Audaz,A006,Top,Top,528-IMPERIAL PURPLE,Mujer,S,Liso,TTR-19-3528TCX IMPERIAL PURPLE,0.290,A006528S,,,,,,,60,,,24,27.95,Estable,Por definir ,A007,3,3,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,41.5041,150,,72,20%, $500.00 , $365.00 ,Color Negro llegó para quedarse y compartir tus mejores momentos. Destaca al vestirlo con esa fortaleza que te representa.,Lote,Top
A006-528-XS,Top mujer Violeta,A006-528-XS,No,Si,Si,N/A,Almacenable,Activo,Audaz,A006,Top,Top,528-IMPERIAL PURPLE,Mujer,XS,Liso,TTR-19-3528TCX IMPERIAL PURPLE,0.270,A006528XS,,,,,,,60,,,24,27.95,Estable,Por definir ,A007,3,3,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,41.5041,150,,72,20%, $500.00 , $365.00 ,Color Negro llegó para quedarse y compartir tus mejores momentos. Destaca al vestirlo con esa fortaleza que te representa.,Lote,Top
A006-528-XL,Top mujer Violeta,A006-528-XL,No,Si,Si,N/A,Almacenable,Activo,Audaz,A006,Top,Top,528-IMPERIAL PURPLE,Mujer,XL,Liso,TTR-19-3528TCX IMPERIAL PURPLE,0.345,A006528XL,,,,,,,60,,,24,27.95,Estable,Por definir ,A007,3,3,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,41.5041,150,,72,20%, $500.00 , $365.00 ,Color Negro llegó para quedarse y compartir tus mejores momentos. Destaca al vestirlo con esa fortaleza que te representa.,Lote,Top
A006-557-L,Top mujer  Arce,A006-557-L,No,Si,Si,N/A,Almacenable,Activo,Audaz,A006,Top,Top,557-CHILLI PEPPER,Mujer,L ,Liso,TTR-19-557TCX CHILLI PEPPER,0.320,A006557L,,,,,,,60,,,24,27.95,Estable,Por definir ,A007,3,3,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,41.5041,150,,72,20%, $500.00 , $365.00 ,Color Negro llegó para quedarse y compartir tus mejores momentos. Destaca al vestirlo con esa fortaleza que te representa.,Lote,Top
A006-557-M,Top mujer  Arce,A006-557-M,No,Si,Si,N/A,Almacenable,Activo,Audaz,A006,Top,Top,557-CHILLI PEPPER,Mujer,M ,Liso,TTR-19-557TCX CHILLI PEPPER,0.305,A006557M,,,,,,,60,,,24,27.95,Estable,Por definir ,A007,3,3,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,41.5041,150,,72,20%, $500.00 , $365.00 ,Color Negro llegó para quedarse y compartir tus mejores momentos. Destaca al vestirlo con esa fortaleza que te representa.,Lote,Top
A006-557-S,Top mujer  Arce,A006-557-S,No,Si,Si,N/A,Almacenable,Activo,Audaz,A006,Top,Top,557-CHILLI PEPPER,Mujer,S,Liso,TTR-19-557TCX CHILLI PEPPER,0.290,A006557S,,,,,,,60,,,24,27.95,Estable,Por definir ,A007,3,3,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,41.5041,150,,72,20%, $500.00 , $365.00 ,Color Negro llegó para quedarse y compartir tus mejores momentos. Destaca al vestirlo con esa fortaleza que te representa.,Lote,Top
A006-557-XS,Top mujer  Arce,A006-557-XS,No,Si,Si,N/A,Almacenable,Activo,Audaz,A006,Top,Top,557-CHILLI PEPPER,Mujer,XS,Liso,TTR-19-557TCX CHILLI PEPPER,0.270,A006557XS,,,,,,,60,,,24,27.95,Estable,Por definir ,A007,3,3,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,41.5041,150,,72,20%, $500.00 , $365.00 ,Color Negro llegó para quedarse y compartir tus mejores momentos. Destaca al vestirlo con esa fortaleza que te representa.,Lote,Top
A006-557-XL,Top mujer  Arce,A006-557-XL,No,Si,Si,N/A,Almacenable,Activo,Audaz,A006,Top,Top,557-CHILLI PEPPER,Mujer,XL,Liso,TTR-19-557TCX CHILLI PEPPER,0.345,A006557XL,,,,,,,60,,,24,27.95,Estable,Por definir ,A007,3,3,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,41.5041,150,,72,20%, $500.00 , $365.00 ,Color Negro llegó para quedarse y compartir tus mejores momentos. Destaca al vestirlo con esa fortaleza que te representa.,Lote,Top
A007-001-L,"Top mujer ""cuello V"" Blanco",A007-001-L,No,Si,Si,N/A,Almacenable,Activo,Audaz,A007,Top,Top,001-BLANCO,Mujer,L ,Liso,TTR-WHIT,0.280,A007001L ,,,,,,ROJO-F-99,61,,,24,26.30,Estable,B,A006,3,1,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,42.976394,150,0.97,144,20%, $500.00 , $365.00 ,"Comodidad, pasión y movilidad. Bata filipina con 3 bolsillos frontales para llevar lo que quieras con un estilo espectacular.",Lote,Top
A007-001-M,"Top mujer ""cuello V"" Blanco",A007-001-M,No,Si,Si,N/A,Almacenable,Activo,Audaz,A007,Top,Top,001-BLANCO,Mujer,M ,Liso,TTR-WHIT,0.260,A007001M ,,,,,,ROJO-A-104,61,,,24,26.30,Estable,B,A006,3,1,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,42.89257,150,1.47,216,20%, $500.00 , $365.00 ,"Comodidad, pasión y movilidad. Bata filipina con 3 bolsillos frontales para llevar lo que quieras con un estilo espectacular.",Lote,Top
A007-001-S,"Top mujer ""cuello V"" Blanco",A007-001-S,No,Si,Si,N/A,Almacenable,Activo,Audaz,A007,Top,Top,001-BLANCO,Mujer,S,Liso,TTR-WHIT,0.250,A007001S,,,,,,ROJO-E-100  ROJO-D-101,61,,,24,26.30,Estable,A,A006,3,1,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,42.983326,150,1.79,216,20%, $500.00 , $365.00 ,"Comodidad, pasión y movilidad. Bata filipina con 3 bolsillos frontales para llevar lo que quieras con un estilo espectacular.",Lote,Top
A007-001-XS,"Top mujer ""cuello V"" Blanco",A007-001-XS,No,Si,Si,N/A,Almacenable,Activo,Audaz,A007,Top,Top,001-BLANCO,Mujer,XS,Liso,TTR-WHIT,0.240,A007001XS,,,,,,ROJO-C-102   ROJO-B-103,61,,,24,26.30,Estable,B,A006,3,1,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,42.904338,150,1.37,216,20%, $500.00 , $365.00 ,"Comodidad, pasión y movilidad. Bata filipina con 3 bolsillos frontales para llevar lo que quieras con un estilo espectacular.",Lote,Top
A007-001-XL,"Top mujer ""cuello V"" Blanco",A007-001-XL,No,Si,Si,N/A,Almacenable,Activo,Audaz,A007,Top,Top,001-BLANCO,Mujer,XL,Liso,TTR-WHIT,0.305,A007001XL,,,,,,ROJO-G-98,61,,,24,26.30,Estable,B,A006,3,1,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,42.888205,150,0.29,144,20%, $500.00 , $365.00 ,"Comodidad, pasión y movilidad. Bata filipina con 3 bolsillos frontales para llevar lo que quieras con un estilo espectacular.",Lote,Top
A007-001-XXL,"Top mujer ""cuello V"" Blanco",A007-001-XXL,No,Si,Si,N/A,Almacenable,Activo,Audaz,A007,Top,Top,001-BLANCO,Mujer,XXL,Liso,TTR-WHIT,0.325,A007001XXL,,,,,,ROJO-H-97,61,,,24,26.30,Estable,B,A006,3,1,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,42.992057,150,0.16,144,20%, $500.00 , $365.00 ,"Comodidad, pasión y movilidad. Bata filipina con 3 bolsillos frontales para llevar lo que quieras con un estilo espectacular.",Lote,Top
A007-421-L,"Top mujer ""cuello V"" Cactus",A007-421-L,No,Si,Si,N/A,Almacenable,Activo,Audaz,A007,Top,Top,421-AVENTURINE,Mujer,L ,Liso,TTR-18-5421-TCX-AVENTURINE,0.280,A007421L ,,,,,,ROJO-D-125,61,,,24,26.30,Estable,B,A006,3,1,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,42.909971,150,0.41,144,20%, $500.00 , $365.00 ,"Ante los retos muéstrate con un look que denota tranquilidad, brilla con el estilo de salvar vidas . Vístelo con elegancia.",Lote,Top
A007-421-M,"Top mujer ""cuello V"" Cactus",A007-421-M,No,Si,Si,N/A,Almacenable,Activo,Audaz,A007,Top,Top,421-AVENTURINE,Mujer,M ,Liso,TTR-18-5421-TCX-AVENTURINE,0.260,A007421M ,,,,,,ROJO-A-128,61,,,24,26.30,Estable,A,A006,3,1,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,42.918261,150,0.76,216,20%, $500.00 , $365.00 ,"Ante los retos muéstrate con un look que denota tranquilidad, brilla con el estilo de salvar vidas . Vístelo con elegancia.",Lote,Top
A007-421-S,"Top mujer ""cuello V"" Cactus",A007-421-S,No,Si,Si,N/A,Almacenable,Activo,Audaz,A007,Top,Top,421-AVENTURINE,Mujer,S,Liso,TTR-18-5421-TCX-AVENTURINE,0.250,A007421S,,,,,,ROJO-C-126,61,,,24,26.30,Estable,A,A006,3,1,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,42.921212,150,1.03,216,20%, $500.00 , $365.00 ,"Ante los retos muéstrate con un look que denota tranquilidad, brilla con el estilo de salvar vidas . Vístelo con elegancia.",Lote,Top
A007-421-XS,"Top mujer ""cuello V"" Cactus",A007-421-XS,No,Si,Si,N/A,Almacenable,Activo,Audaz,A007,Top,Top,421-AVENTURINE,Mujer,XS,Liso,TTR-18-5421-TCX-AVENTURINE,0.240,A007421XS,,,,,,ROJO-B-127,61,,,24,26.30,Estable,A,A006,3,1,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,42.958797,150,0.72,216,20%, $500.00 , $365.00 ,"Ante los retos muéstrate con un look que denota tranquilidad, brilla con el estilo de salvar vidas . Vístelo con elegancia.",Lote,Top
A007-421-XL,"Top mujer ""cuello V"" Cactus",A007-421-XL,No,Si,Si,N/A,Almacenable,Activo,Audaz,A007,Top,Top,421-AVENTURINE,Mujer,XL,Liso,TTR-18-5421-TCX-AVENTURINE,0.305,A007421XL,,,,,,ROJO-E-124,61,,,24,26.30,Estable,B,A006,3,1,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,42.889669,150,0.11,144,20%, $500.00 , $365.00 ,"Ante los retos muéstrate con un look que denota tranquilidad, brilla con el estilo de salvar vidas . Vístelo con elegancia.",Lote,Top
A007-570-L,"Top mujer ""cuello V"" Negro",A007-570-L,No,Si,Si,N/A,Almacenable,Activo,Audaz,A007,Top,Top,570-NEGRO ,Mujer,L ,Liso,TTR-19-570TCX-BLACK,0.280,A007570L,,,,,,ROJO-D-29,61,,,24,26.30,Estable,Por definir ,A006,3,1,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,,150,,72,20%, $500.00 , $365.00 ,"Ante los retos muéstrate con un look que denota tranquilidad, brilla con el estilo de salvar vidas . Vístelo con elegancia.",Lote,Top
A007-570-M,"Top mujer ""cuello V"" Negro",A007-570-M,No,Si,Si,N/A,Almacenable,Activo,Audaz,A007,Top,Top,570-NEGRO ,Mujer,M ,Liso,TTR-19-570TCX-BLACK,0.260,A007570M,,,,,,ROJO-A-32,61,,,24,26.30,Estable,Por definir ,A006,3,1,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,,150,0.01,108,20%, $500.00 , $365.00 ,"Ante los retos muéstrate con un look que denota tranquilidad, brilla con el estilo de salvar vidas . Vístelo con elegancia.",Lote,Top
A007-570-S,"Top mujer ""cuello V"" Negro",A007-570-S,No,Si,Si,N/A,Almacenable,Activo,Audaz,A007,Top,Top,570-NEGRO ,Mujer,S,Liso,TTR-19-570TCX-BLACK,0.250,A007570S,,,,,,ROJO-B-31,61,,,24,26.30,Estable,Por definir ,A006,3,1,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,,150,0.01,108,20%, $500.00 , $365.00 ,"Ante los retos muéstrate con un look que denota tranquilidad, brilla con el estilo de salvar vidas . Vístelo con elegancia.",Lote,Top
A007-570-XS,"Top mujer ""cuello V"" Negro",A007-570-XS,No,Si,Si,N/A,Almacenable,Activo,Audaz,A007,Top,Top,570-NEGRO ,Mujer,XS,Liso,TTR-19-570TCX-BLACK,0.240,A007570XS,,,,,,ROJO-C-30,61,,,24,26.30,Estable,Por definir ,A006,3,1,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,,150,0.01,108,20%, $500.00 , $365.00 ,"Ante los retos muéstrate con un look que denota tranquilidad, brilla con el estilo de salvar vidas . Vístelo con elegancia.",Lote,Top
A007-570-XL,"Top mujer ""cuello V"" Negro",A007-570-XL,No,Si,Si,N/A,Almacenable,Activo,Audaz,A007,Top,Top,570-NEGRO ,Mujer,XL,Liso,TTR-19-570TCX-BLACK,0.305,A007570XL,,,,,,ROJO-E-28,61,,,24,26.30,Estable,Por definir ,A006,3,1,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,,150,,72,20%, $500.00 , $365.00 ,"Ante los retos muéstrate con un look que denota tranquilidad, brilla con el estilo de salvar vidas . Vístelo con elegancia.",Lote,Top
A007-570-XXL,"Top mujer ""cuello V"" Negro",A007-570-XXL,No,Si,Si,N/A,Almacenable,Activo,Audaz,A007,Top,Top,570-NEGRO ,Mujer,XXL,Liso,TTR-19-570TCX-BLACK,0.325,A007570XXL,,,,,,ROJO-F-27,61,,,24,26.30,Estable,Por definir ,A006,3,1,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,,150,,72,20%, $500.00 , $365.00 ,"Ante los retos muéstrate con un look que denota tranquilidad, brilla con el estilo de salvar vidas . Vístelo con elegancia.",Lote,Top
A007-027-L,"Top mujer ""cuello V"" Naval ",A007-027-L,No,Si,Si,N/A,Almacenable,Activo,Audaz,A007,Top,Top,570-NEGRO ,Mujer,L ,Liso,TTR-19-570TCX-BLACK,0.280,A007570L,,,,,,ROJO-D-69,61,,,24,26.30,Estable,Por definir ,A006,3,1,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,,150,,72,20%, $500.00 , $365.00 ,"Ante los retos muéstrate con un look que denota tranquilidad, brilla con el estilo de salvar vidas . Vístelo con elegancia.",Lote,Top
A007-027-M,"Top mujer ""cuello V"" Naval ",A007-027-M,No,Si,Si,N/A,Almacenable,Activo,Audaz,A007,Top,Top,570-NEGRO ,Mujer,M ,Liso,TTR-19-570TCX-BLACK,0.260,A007570M,,,,,,ROJO-A-72,61,,,24,26.30,Estable,Por definir ,A006,3,1,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,,150,0.01,108,20%, $500.00 , $365.00 ,"Ante los retos muéstrate con un look que denota tranquilidad, brilla con el estilo de salvar vidas . Vístelo con elegancia.",Lote,Top
A007-027-S,"Top mujer ""cuello V"" Naval ",A007-027-S,No,Si,Si,N/A,Almacenable,Activo,Audaz,A007,Top,Top,570-NEGRO ,Mujer,S,Liso,TTR-19-570TCX-BLACK,0.250,A007570S,,,,,,ROJO-B-71,61,,,24,26.30,Estable,Por definir ,A006,3,1,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,,150,0.01,108,20%, $500.00 , $365.00 ,"Ante los retos muéstrate con un look que denota tranquilidad, brilla con el estilo de salvar vidas . Vístelo con elegancia.",Lote,Top
A007-027-XS,"Top mujer ""cuello V"" Naval ",A007-027-XS,No,Si,Si,N/A,Almacenable,Activo,Audaz,A007,Top,Top,570-NEGRO ,Mujer,XS,Liso,TTR-19-570TCX-BLACK,0.240,A007570XS,,,,,,ROJO-C-70,61,,,24,26.30,Estable,Por definir ,A006,3,1,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,,150,0.01,108,20%, $500.00 , $365.00 ,"Ante los retos muéstrate con un look que denota tranquilidad, brilla con el estilo de salvar vidas . Vístelo con elegancia.",Lote,Top
A007-027-XL,"Top mujer ""cuello V"" Naval ",A007-027-XL,No,Si,Si,N/A,Almacenable,Activo,Audaz,A007,Top,Top,570-NEGRO ,Mujer,XL,Liso,TTR-19-570TCX-BLACK,0.305,A007570XL,,,,,,ROJO-E-68,61,,,24,26.30,Estable,Por definir ,A006,3,1,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,,150,,72,20%, $500.00 , $365.00 ,"Ante los retos muéstrate con un look que denota tranquilidad, brilla con el estilo de salvar vidas . Vístelo con elegancia.",Lote,Top
A007-027-XXL,"Top mujer ""cuello V"" Naval ",A007-027-XXL,No,Si,Si,N/A,Almacenable,Activo,Audaz,A007,Top,Top,570-NEGRO ,Mujer,XXL,Liso,TTR-19-570TCX-BLACK,0.325,A007570XXL,,,,,,ROJO-F-67,61,,,24,26.30,Estable,Por definir ,A006,3,1,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,,150,,72,20%, $500.00 , $365.00 ,"Ante los retos muéstrate con un look que denota tranquilidad, brilla con el estilo de salvar vidas . Vístelo con elegancia.",Lote,Top
A007-528-L,"Top mujer ""cuello V""  Violeta",A007-528-L,No,Si,Si,N/A,Almacenable,Activo,Audaz,A007,Top,Top,528-IMPERIAL PURPLE,Mujer,L ,Liso,TTR-19-3528TCX IMPERIAL PURPLE,0.280,A007528L,,,,,,,61,,,24,26.30,Estable,Por definir ,A006,3,1,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,,150,,72,20%, $500.00 , $365.00 ,"Ante los retos muéstrate con un look que denota tranquilidad, brilla con el estilo de salvar vidas . Vístelo con elegancia.",Lote,Top
A007-528-M,"Top mujer ""cuello V""  Violeta",A007-528-M,No,Si,Si,N/A,Almacenable,Activo,Audaz,A007,Top,Top,528-IMPERIAL PURPLE,Mujer,M ,Liso,TTR-19-3528TCX IMPERIAL PURPLE,0.260,A007528M,,,,,,,61,,,24,26.30,Estable,Por definir ,A006,3,1,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,,150,,108,20%, $500.00 , $365.00 ,"Ante los retos muéstrate con un look que denota tranquilidad, brilla con el estilo de salvar vidas . Vístelo con elegancia.",Lote,Top
A007-528-S,"Top mujer ""cuello V""  Violeta",A007-528-S,No,Si,Si,N/A,Almacenable,Activo,Audaz,A007,Top,Top,528-IMPERIAL PURPLE,Mujer,S,Liso,TTR-19-3528TCX IMPERIAL PURPLE,0.250,A007528S,,,,,,,61,,,24,26.30,Estable,Por definir ,A006,3,1,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,,150,,108,20%, $500.00 , $365.00 ,"Ante los retos muéstrate con un look que denota tranquilidad, brilla con el estilo de salvar vidas . Vístelo con elegancia.",Lote,Top
A007-528-XS,"Top mujer ""cuello V""  Violeta",A007-528-XS,No,Si,Si,N/A,Almacenable,Activo,Audaz,A007,Top,Top,528-IMPERIAL PURPLE,Mujer,XS,Liso,TTR-19-3528TCX IMPERIAL PURPLE,0.240,A007528XS,,,,,,,61,,,24,26.30,Estable,Por definir ,A006,3,1,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,,150,,108,20%, $500.00 , $365.00 ,"Ante los retos muéstrate con un look que denota tranquilidad, brilla con el estilo de salvar vidas . Vístelo con elegancia.",Lote,Top
A007-528-XL,"Top mujer ""cuello V""  Violeta",A007-528-XL,No,Si,Si,N/A,Almacenable,Activo,Audaz,A007,Top,Top,528-IMPERIAL PURPLE,Mujer,XL,Liso,TTR-19-3528TCX IMPERIAL PURPLE,0.305,A007528XL,,,,,,,61,,,24,26.30,Estable,Por definir ,A006,3,1,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,,150,,72,20%, $500.00 , $365.00 ,"Ante los retos muéstrate con un look que denota tranquilidad, brilla con el estilo de salvar vidas . Vístelo con elegancia.",Lote,Top
A007-945-L,"Top mujer ""cuello V""  Robin",A007-945-L,No,Si,Si,N/A,Almacenable,Activo,Audaz,A007,Top,Top,945-BRIGHT ROSE,Mujer,L ,Liso,TTR-18-1945TCX BRIGHT ROSE,0.280,A007945L,,,,,,,61,,,24,26.30,Estable,Por definir ,A006,3,1,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,,150,,72,20%, $500.00 , $365.00 ,"Ante los retos muéstrate con un look que denota tranquilidad, brilla con el estilo de salvar vidas . Vístelo con elegancia.",Lote,Top
A007-945-M,"Top mujer ""cuello V""  Robin",A007-945-M,No,Si,Si,N/A,Almacenable,Activo,Audaz,A007,Top,Top,945-BRIGHT ROSE,Mujer,M ,Liso,TTR-18-1945TCX BRIGHT ROSE,0.260,A007945M,,,,,,,61,,,24,26.30,Estable,Por definir ,A006,3,1,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,,150,,108,20%, $500.00 , $365.00 ,"Ante los retos muéstrate con un look que denota tranquilidad, brilla con el estilo de salvar vidas . Vístelo con elegancia.",Lote,Top
A007-945-S,"Top mujer ""cuello V""  Robin",A007-945-S,No,Si,Si,N/A,Almacenable,Activo,Audaz,A007,Top,Top,945-BRIGHT ROSE,Mujer,S,Liso,TTR-18-1945TCX BRIGHT ROSE,0.250,A007945S,,,,,,,61,,,24,26.30,Estable,Por definir ,A006,3,1,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,,150,,108,20%, $500.00 , $365.00 ,"Ante los retos muéstrate con un look que denota tranquilidad, brilla con el estilo de salvar vidas . Vístelo con elegancia.",Lote,Top
A007-945-XS,"Top mujer ""cuello V""  Robin",A007-945-XS,No,Si,Si,N/A,Almacenable,Activo,Audaz,A007,Top,Top,945-BRIGHT ROSE,Mujer,XS,Liso,TTR-18-1945TCX BRIGHT ROSE,0.240,A007945XS,,,,,,,61,,,24,26.30,Estable,Por definir ,A006,3,1,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,,150,,108,20%, $500.00 , $365.00 ,"Ante los retos muéstrate con un look que denota tranquilidad, brilla con el estilo de salvar vidas . Vístelo con elegancia.",Lote,Top
A007-945-XL,"Top mujer ""cuello V""  Robin",A007-945-XL,No,Si,Si,N/A,Almacenable,Activo,Audaz,A011,Top,Top,945-BRIGHT ROSE,Mujer,XL,Liso,TTR-18-1945TCX BRIGHT ROSE,0.305,A007945XL,,,,,,,61,,,24,26.30,Estable,Por definir ,A006,3,1,Vivos,,,,,N/A,pz,unidades,pz,N/A,,,,SI,,150,,72,20%, $500.00 , $365.00 ,"Ante los retos muéstrate con un look que denota tranquilidad, brilla con el estilo de salvar vidas . Vístelo con elegancia.",Lote,Top
A011-001-XS,Top Slim 4 bolsas,A011-001-XS,No,Si,Si,N/A,Almacenable,Activo,Audaz,A011,Top,Top,001-BLANCO,Mujer,XS,Liso,TTR-WHIT,0.240,A011001XS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $480.00 , $325.00 ,Sabemos que tu uniforme quirúrgico tiene que verse con mucho estilo. Este top estiliza tu figura y te ofrece la comodidad para trabajar por horas. ¿Bolsas? Una en cada costado.,Lote,Top
A011-001-S,Top Slim 4 bolsas,A011-001-S,No,Si,Si,N/A,Almacenable,Activo,Audaz,A011,Top,Top,001-BLANCO,Mujer,S,Liso,TTR-WHIT,0.250,A011001S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $480.00 , $325.00 ,Sabemos que tu uniforme quirúrgico tiene que verse con mucho estilo. Este top estiliza tu figura y te ofrece la comodidad para trabajar por horas. ¿Bolsas? Una en cada costado.,Lote,Top
A011-001-M,Top Slim 4 bolsas,A011-001-M,No,Si,Si,N/A,Almacenable,Activo,Audaz,A011,Top,Top,001-BLANCO,Mujer,M ,Liso,TTR-WHIT,0.260,A011001M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $480.00 , $325.00 ,Sabemos que tu uniforme quirúrgico tiene que verse con mucho estilo. Este top estiliza tu figura y te ofrece la comodidad para trabajar por horas. ¿Bolsas? Una en cada costado.,Lote,Top
A011-001-L,Top Slim 4 bolsas,A011-001-L,No,Si,Si,N/A,Almacenable,Activo,Audaz,A011,Top,Top,001-BLANCO,Mujer,L ,Liso,TTR-WHIT,0.280,A011001L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $480.00 , $325.00 ,Sabemos que tu uniforme quirúrgico tiene que verse con mucho estilo. Este top estiliza tu figura y te ofrece la comodidad para trabajar por horas. ¿Bolsas? Una en cada costado.,Lote,Top
A011-001-XL,Top Slim 4 bolsas,A011-001-XL,No,Si,Si,N/A,Almacenable,Activo,Audaz,A011,Top,Top,001-BLANCO,Mujer,XL,Liso,TTR-WHIT,0.305,A011001XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $480.00 , $325.00 ,Sabemos que tu uniforme quirúrgico tiene que verse con mucho estilo. Este top estiliza tu figura y te ofrece la comodidad para trabajar por horas. ¿Bolsas? Una en cada costado.,Lote,Top
A011-570-XS,Top Slim 4 bolsas,A011-570-XS,No,Si,Si,N/A,Almacenable,Activo,Audaz,A011,Top,Top,570-NEGRO ,Mujer,XS,Liso,TTR-19-570TCX-BLACK,0.240,A011570XS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $480.00 , $325.00 ,Sabemos que tu uniforme quirúrgico tiene que verse con mucho estilo. Este top estiliza tu figura y te ofrece la comodidad para trabajar por horas. ¿Bolsas? Una en cada costado.,Lote,Top
A011-570-S,Top Slim 4 bolsas,A011-570-S,No,Si,Si,N/A,Almacenable,Activo,Audaz,A011,Top,Top,570-NEGRO ,Mujer,S,Liso,TTR-19-570TCX-BLACK,0.250,A011570S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $480.00 , $325.00 ,Sabemos que tu uniforme quirúrgico tiene que verse con mucho estilo. Este top estiliza tu figura y te ofrece la comodidad para trabajar por horas. ¿Bolsas? Una en cada costado.,Lote,Top
